locale,key,value
nl,New or controversial ideas are discouraged in our organization.,Nieuwe of omstreden ideeën vinden geen vaste bodem in deze organisatie.
pl,New or controversial ideas are discouraged in our organization.,Nasza organizacja z niechęcią podchodzi do nowych i/lub kontrowersyjnych pomysłów.
pt,New or controversial ideas are discouraged in our organization.,Ideias novas ou controversas não são bem recebidas na nossa organização.
es,New or controversial ideas are discouraged in our organization.,En nuestra organización se desalientan las ideas nuevas y controversiales.
tr,New or controversial ideas are discouraged in our organization.,Kurumumuzda yeni veya tartışmalı fikirler teşvik edilmez.
fx,New or controversial ideas are discouraged in our organization.,Les idées nouvelles ou controversées sont découragées dans notre organisation.
gb,New or controversial ideas are discouraged in our organization.,New or controversial ideas are discouraged in our organisation.
ar,New or controversial ideas are encouraged in our organization.,يتم تشجيع الأفكار الجديدة و/أو المثيرة للجدل في منظمتنا.
da,New or controversial ideas are encouraged in our organization.,Nye og anderledes idéer bliver budt velkommen i vores organisation.
it,New or controversial ideas are encouraged in our organization.,"Le idee innovative o su cui vi sono pareri opposti, sono incoraggiate nella nostra organizzazione."
nl,New or controversial ideas are encouraged in our organization.,Nieuwe of omstreden ideeën worden toegejuicht in onze organisatie.
pl,New or controversial ideas are encouraged in our organization.,W naszej organizacji nowe i/lub kontrowersyjne pomysły spotykają się z zachętą.
pt,New or controversial ideas are encouraged in our organization.,Ideias novas ou controversas são bem recebidas na nossa organização.
es,New or controversial ideas are encouraged in our organization.,En nuestra organización se promueven las ideas nuevas o controversiales.
tr,New or controversial ideas are encouraged in our organization.,Kurumumuzda yeni veya tartışmalı fikirler teşvik edilir.
fx,New or controversial ideas are encouraged in our organization.,Les idées nouvelles ou controversées sont encouragées dans notre organisation.
gb,New or controversial ideas are encouraged in our organization.,New or controversial ideas are encouraged in our organisation.
en,There is a strong sense of camaraderie and belonging in our organization.,There is a strong sense of camaraderie and belonging in our organization.
en,There is a strong sense of camaraderie and belonging in our organization.,There is a strong sense of camaraderie and belonging in our organization.
ar,There is a strong sense of camaraderie and belonging in our organization.,هناك شعور قوي بالألفة والانتماء في منظمتنا.
da,There is a strong sense of camaraderie and belonging in our organization.,Der er en stærk fællesskabsfølelse i vores organisation.
it,There is a strong sense of camaraderie and belonging in our organization.,C’è un forte senso di sentirsi parte di una squadra nella nostra organizzazione.
nl,There is a strong sense of camaraderie and belonging in our organization.,In onze organisatie gaan de mensen heel vriendschappelijk met elkaar om.
pl,There is a strong sense of camaraderie and belonging in our organization.,W naszej organizacji panuje silne poczucie koleżeństwa i przynależności.
pt,There is a strong sense of camaraderie and belonging in our organization.,Em nossa organização existe um importante senso de companheirismo e pertencimento.
es,There is a strong sense of camaraderie and belonging in our organization.,En nuestra organización hay un fuerte sentido de compañerismo y pertenencia.
tr,There is a strong sense of camaraderie and belonging in our organization.,Kurumumuzda güçlü bir yoldaşlık ve aidiyet duygusu vardır.
fx,There is a strong sense of camaraderie and belonging in our organization.,Il y a un sens très développé de camaraderie et d’appartenance dans notre organisation.
gb,There is a strong sense of camaraderie and belonging in our organization.,There is a strong sense of camaraderie and belonging in our organisation.
en,"In our organization, people criticize others behind their backs.","In our organization, people criticize others behind their backs."
en,"In our organization, people do not criticize others behind their backs.","In our organization, people do not criticize others behind their backs."
ar,"In our organization, people criticize others behind their backs.",في منظمتنا: يقوم الناس بانتقاد بعضهم بعضاً في غيبتهم.
da,"In our organization, people criticize others behind their backs.",Folk i organisationen går bag om ryggen på hinanden med kritik.
it,"In our organization, people criticize others behind their backs.",Nella nostra organizzazione la gente critica gli altri alle loro spalle.
nl,"In our organization, people criticize others behind their backs.",In onze organisatie leveren mensen kritiek over anderen achter hun rug om.
pl,"In our organization, people criticize others behind their backs.",W naszej organizacji ludzie krytykują się wzajemnie za plecami.
pt,"In our organization, people criticize others behind their backs.","Em nossa organização, pessoas criticam umas às outras pelas costas."
es,"In our organization, people criticize others behind their backs.","En nuestra organización, las personas critican a otras a sus espaldas."
tr,"In our organization, people criticize others behind their backs.",Kurumumuzda insanlar birbirlerinin arkasından konuşarak eleştirirler.
fx,"In our organization, people criticize others behind their backs.","Dans notre organisation, les individus parlent dans le dos des uns et des autres."
gb,"In our organization, people criticize others behind their backs.","In our organisation, people criticise others behind their backs."
ar,"In our organization, people do not criticize others behind their backs.",في منظمتنا: لا يقوم الناس بانتقاد بعضهم بعضاً في غيبتهم.
da,"In our organization, people do not criticize others behind their backs.",Folk i organisationen går ikke bag om ryggen på hinanden med kritik.
it,"In our organization, people do not criticize others behind their backs.",Nella nostra organizzazione la gente non critica gli altri alle loro spalle.
nl,"In our organization, people do not criticize others behind their backs.",In onze organisatie leveren mensen geen kritiek over anderen achter hun rug om.
pl,"In our organization, people do not criticize others behind their backs.",W naszej organizacji ludzie nie krytykują się wzajemnie za plecami.
pt,"In our organization, people do not criticize others behind their backs.","Em nossa organização, pessoas não criticam umas às outras pelas costas."
es,"In our organization, people do not criticize others behind their backs.","En nuestra organización, las personas no critican a otras a sus espaldas."
tr,"In our organization, people do not criticize others behind their backs.",Kurumumuzda insanlar birbirlerinin arkasından konuşarak eleştirmezler.
fx,"In our organization, people do not criticize others behind their backs.","Dans notre organisation, les individus ne parlent pas dans le dos des uns et des autres."
gb,"In our organization, people do not criticize others behind their backs.","In our organisation, people do not criticise others behind their backs."
en,“Playing politics” is used to get one’s way in our organization.,“Playing politics” is used to get one’s way in our organization.
en,“Playing politics” is not used to get one’s way in our organization.,“Playing politics” is not used to get one’s way in our organization.
ar,“Playing politics” is used to get one’s way in our organization.,"""الألاعيب السياسة"" يتم استخدامها في منظمتنا ليحقق الناس أجندتهم."
da,“Playing politics” is used to get one’s way in our organization.,"Taktisk spil bliver brugt i vores organisation, når folk vil have deres vilje igennem."
it,“Playing politics” is used to get one’s way in our organization.,Si usa fare «manovre politiche» per farsi strada nella nostra organizzazione.
nl,“Playing politics” is used to get one’s way in our organization.,In onze organisatie spelen mensen politieke spelletjes om hun zin te krijgen.
pl,“Playing politics” is used to get one’s way in our organization.,„Polityczne rozgrywki” są stosowane do osiągania własnych celów w naszej organizacji.
pt,“Playing politics” is used to get one’s way in our organization.,"Em nossa organização, as pessoas usam de politicagem em interesse próprio."
es,“Playing politics” is used to get one’s way in our organization.,“Actuar políticamente” es usado como un medio para lograr lo que queremos individualmente en esta organización.
tr,“Playing politics” is used to get one’s way in our organization.,Kurumumuzda işler politik yaklaşımlar la yürütülür.
fx,“Playing politics” is used to get one’s way in our organization.,Il faut «jouer politique» lorsque nous voulons obtenir quelque chose dans cette organisation.
gb,“Playing politics” is used to get one’s way in our organization.,“Playing politics” is used to get one’s way in our organisation.
ar,“Playing politics” is not used to get one’s way in our organization.,"""الألاعيب السياسة"" لا يتم استخدامها في منظمتنا ليحقق الناس أجندتهم."
da,“Playing politics” is not used to get one’s way in our organization.,"Taktisk spil bliver ikke brugt i vores organisation, når folk vil have deres vilje igennem."
it,“Playing politics” is not used to get one’s way in our organization.,Non si usa fare «manovre politiche» per farsi strada nella nostra organizzazione.
nl,“Playing politics” is not used to get one’s way in our organization.,In onze organisatie spelen mensen geen politieke spelletjes om hun zin te krijgen.
pl,“Playing politics” is not used to get one’s way in our organization.,„Polityczne rozgrywki” nie są stosowane do osiągania własnych celów w naszej organizacji.
pt,“Playing politics” is not used to get one’s way in our organization.,"Em nossa organização, as pessoas não usam de politicagem em interesse próprio."
es,“Playing politics” is not used to get one’s way in our organization.,“Actuar políticamente” no es usado como un medio para lograr lo que queremos individualmente en esta organización.
tr,“Playing politics” is not used to get one’s way in our organization.,Kurumumuzda işleri yürütmek için politik yaklaşımlar kullanılmaz.
fx,“Playing politics” is not used to get one’s way in our organization.,Il n’est pas nécessaire de «jouer politique» lorsque nous voulons obtenir quelque chose dans cette organisation.
gb,“Playing politics” is not used to get one’s way in our organization.,“Playing politics” is not used to get one’s way in our organisation.
en,People in our organization are not afraid to take risks with each other.,People in our organization are not afraid to take risks with each other.
en,People in our organization are not afraid to take risks with each other.,People in our organization are not afraid to take risks with each other.
ar,People in our organization are not afraid to take risks with each other.,الناس في منظمتنا ليسوا خائفين من المخاطرة بمواجهة بعضهم البعض.
da,People in our organization are not afraid to take risks with each other.,Folk i vores organisation viger ikke tilbage for at løbe en risiko for hinanden.
it,People in our organization are not afraid to take risks with each other.,Non abbiamo paura a prenderci rischi reciprocamente nella nostra organizzazione.
nl,People in our organization are not afraid to take risks with each other.,Mensen in onze organisatie zijn niet bang om een risico met elkaar te nemen.
pl,People in our organization are not afraid to take risks with each other.,W naszej organizacji ludzie nie obawiają się podejmowania ryzyka we wzajemnych relacjach.
pt,People in our organization are not afraid to take risks with each other.,As pessoas em nossa organização não têm medo de tomar riscos.
es,People in our organization are not afraid to take risks with each other.,Las personas en nuestra organización no temen tomar riesgos unos con otros.
tr,People in our organization are not afraid to take risks with each other.,Kurumumuzda insanlar birbirlerine karşı risk almaktan çekinmezler.
fx,People in our organization are not afraid to take risks with each other.,"Dans notre organisation, les individus n’ont pas peur de prendre des risques les uns avec les autres."
gb,People in our organization are not afraid to take risks with each other.,People in our organisation are not afraid to take risks with each other.
en,There is tremendous enthusiasm and optimism in our organization.,There is tremendous enthusiasm and optimism in our organization.
en,There is tremendous enthusiasm and optimism in our organization.,There is tremendous enthusiasm and optimism in our organization.
ar,There is tremendous enthusiasm and optimism in our organization.,في منظمتنا قدر كبير من الحماس والتفاؤل.
da,There is tremendous enthusiasm and optimism in our organization.,Der er en fantastisk grad af engagement og optimisme i vores organisation.
it,There is tremendous enthusiasm and optimism in our organization.,C’è un fortissimo entusiasmo ed ottimismo nella nostra organizzazione.
nl,There is tremendous enthusiasm and optimism in our organization.,In onze organisatie zijn de mensen enorm enthousiast en optimistisch.
pl,There is tremendous enthusiasm and optimism in our organization.,W naszej organizacji panuje ogromny entuzjazm i optymizm.
pt,There is tremendous enthusiasm and optimism in our organization.,Em nossa organização existe grande otimismo e entusiasmo.
es,There is tremendous enthusiasm and optimism in our organization.,Hay un gran entusiasmo y optimismo en nuestra organización.
tr,There is tremendous enthusiasm and optimism in our organization.,Kurumumuzda yüksek seviyede şevk ve iyimserlik atmosferi hakimdir.
fx,There is tremendous enthusiasm and optimism in our organization.,"Dans notre organisation, il se dégage de l’enthousiasme et de l’optimisme."
gb,There is tremendous enthusiasm and optimism in our organization.,There is tremendous enthusiasm and optimism in our organisation.
en,Our leaders inspire and support us as needed.,Our leaders inspire and support us as needed.
en,Our leaders inspire and support us as needed.,Our leaders inspire and support us as needed.
ar,Our leaders inspire and support us as needed.,قئدتنا يلهموننا ويدعموننا كلما احتاج الأمر إلى ذلك.
da,Our leaders inspire and support us as needed.,"Vores ledere inspirerer og støtter os i den grad, der er brug for."
it,Our leaders inspire and support us as needed.,I nostri leader ci ispirano e ci supportano quando è necessario.
nl,Our leaders inspire and support us as needed.,Onze leidinggevenden geven inspiratie en steun naar behoefte.
pl,Our leaders inspire and support us as needed.,Nasi liderzy inspirują i wspierają nas według potrzeb.
pt,Our leaders inspire and support us as needed.,Nossos líderes são inspiradores e nos apoiam quando necessário.
es,Our leaders inspire and support us as needed.,Nuestros líderes nos inspiran y apoyan cuando lo necesitamos.
tr,Our leaders inspire and support us as needed.,Liderlerimiz bize gereken ilham ve desteği verir.
fx,Our leaders inspire and support us as needed.,Nos dirigeants savent nous inspirer lorsque c’est nécessaire.
en,Our organization has an inefficient decision-making process.,Our organization has an inefficient decision-making process.
en,Our organization has an efficient decision-making process.,Our organization has an efficient decision-making process.
ar,Our organization has an inefficient decision-making process.,لدى منظمتنا عملية اتخاذ قرار غير فعالة.
da,Our organization has an inefficient decision-making process.,Beslutningsprocesserne i vores organisation er ineffektive.
it,Our organization has an inefficient decision-making process.,La nostra organizzazione ha un processo decisionale inefficiente.
nl,Our organization has an inefficient decision-making process.,Onze organisatie heeft een inefficiënte manier van beslissingen nemen.
pl,Our organization has an inefficient decision-making process.,Nasza organizacja ma nieefektywny proces decyzyjny.
pt,Our organization has an inefficient decision-making process.,Nossa organização tem um processo decisório ineficiente.
es,Our organization has an inefficient decision-making process.,Nuestra organización tiene un proceso ineficiente de toma de decisiones.
tr,Our organization has an inefficient decision-making process.,Kurumumuzda verimsiz bir karar alma süreci var.
fx,Our organization has an inefficient decision-making process.,Notre organisation a un mécanisme de prise de décision inefficace.
gb,Our organization has an inefficient decision-making process.,Our organisation has an inefficient decision-making process.
ar,Our organization has an efficient decision-making process.,لدى منظمتنا عملية اتخاذ قرار فعالة.
da,Our organization has an efficient decision-making process.,Beslutningsprocesserne i vores organisation er effektive.
it,Our organization has an efficient decision-making process.,La nostra organizzazione ha un processo decisionale efficiente.
nl,Our organization has an efficient decision-making process.,Onze organisatie heeft een efficiënte manier van beslissingen nemen.
pl,Our organization has an efficient decision-making process.,Nasza organizacja ma efektywny proces decyzyjny.
pt,Our organization has an efficient decision-making process.,Nossa organização tem um processo decisório eficiente.
es,Our organization has an efficient decision-making process.,Nuestra organización tiene un proceso eficiente de toma de decisiones.
tr,Our organization has an efficient decision-making process.,Kurumumuzda verimli bir karar alma süreci var.
fx,Our organization has an efficient decision-making process.,Notre organisation a un mécanisme de prise de décision efficace.
gb,Our organization has an efficient decision-making process.,Our organisation has an efficient decision-making process.
en,We have adequate resources to succeed.,We have adequate resources to succeed.
en,We have adequate resources to succeed.,We have adequate resources to succeed.
ar,We have adequate resources to succeed.,نحن لدينا ما يكفي من الموارد لننجح.
da,We have adequate resources to succeed.,Vi har de nødvendige ressourcer for at nå målene.
it,We have adequate resources to succeed.,Abbiamo le risorse necessarie per raggiungere i nostri obiettivi.
nl,We have adequate resources to succeed.,Wij beschikken over de juiste middelen om te slagen.
pl,We have adequate resources to succeed.,Dysponujemy odpowiednimi zasobami do skutecznego działania.
pt,We have adequate resources to succeed.,Nós temos recursos adequados para ter êxito.
es,We have adequate resources to succeed.,Tenemos los recursos adecuados para tener éxito.
tr,We have adequate resources to succeed.,Başarılı olmak için yeterli kaynaklara sahibiz.
fx,We have adequate resources to succeed.,Nous avons les ressources nécessaires pour réussir.
en,There is a sense of interdependence across the organization. We can count on each other.,There is a sense of interdependence across the organization. We can count on each other.
en,There is a sense of interdependence across the organization. We can count on each other.,There is a sense of interdependence across the organization. We can count on each other.
ar,There is a sense of interdependence across the organization. We can count on each other.,هناك حس من الاعتماد المتبادل في المنظمة؛ ويمكننا الاعتماد على بعضنا البعض.
da,There is a sense of interdependence across the organization. We can count on each other.,Der er en følelse af indbyrdes afhængighed på tværs i organisationen. Vi kan regne med hinanden.
it,There is a sense of interdependence across the organization. We can count on each other.,C’è un forte senso di interdipendenza tra di noi come membri dell’organizzazione. Possiamo contare uno sull’altro.
nl,There is a sense of interdependence across the organization. We can count on each other.,In de hele organisatie voelen mensen zich met elkaar verbonden. We kunnen op elkaar rekenen.
pl,There is a sense of interdependence across the organization. We can count on each other.,"W naszej organizacji panuje poczucie, że możemy na siebie liczyć i na sobie polegać."
pt,There is a sense of interdependence across the organization. We can count on each other.,Existe interdependência em toda a organização. Nós podemos contar uns com os outros. 
es,There is a sense of interdependence across the organization. We can count on each other.,Hay un sentido de interdependencia a lo largo de toda la organización. Contamos unos con otros.
tr,There is a sense of interdependence across the organization. We can count on each other.,Kurum çapında dayanışma hissi var. Birbirimize güvenebiliriz.
fx,There is a sense of interdependence across the organization. We can count on each other.,Il y a un sens d’interdépendance à travers l’organisation. Nous pouvons compter les uns sur les autres.
gb,There is a sense of interdependence across the organization. We can count on each other.,There is a sense of interdependence across the organisation. We can count on each other.
en,Our organization is highly resilient and not easily defeated in our goals.,Our organization is highly resilient and not easily defeated in our goals.
en,Our organization is highly resilient and not easily defeated in our goals.,Our organization is highly resilient and not easily defeated in our goals.
ar,Our organization is highly resilient and not easily defeated in our goals.,منظمتنا على درجة عالية من المرونة ولا يمكن أن تُغلَب على أهدافها بسهولة.
da,Our organization is highly resilient and not easily defeated in our goals.,Vores organisation har stor modstandskraft og giver ikke så let op.
it,Our organization is highly resilient and not easily defeated in our goals.,La nostra organizzazione è forte e non si fa fermare facilmente quando c’è da raggiungere un obiettivo.
nl,Our organization is highly resilient and not easily defeated in our goals.,Onze organisatie is zeer veerkrachtig en niet makkelijk uit het veld te slaan.
pl,Our organization is highly resilient and not easily defeated in our goals.,Nasza organizacja jest wytrwała i łatwo nie rezygnuje z realizacji swych celów.
pt,Our organization is highly resilient and not easily defeated in our goals.,Nossa organização é muito resiliente e não se deixa derrotar facilmente frente aos seus objetivos.
es,Our organization is highly resilient and not easily defeated in our goals.,Nuestra organización es altamente resiliente y no nos dejamos derrotar fácilmente ante nuestros objetivos.
tr,Our organization is highly resilient and not easily defeated in our goals.,Kurumumuz son derece dirençlidir ve hedeflerinde kolaylıkla yenilgiye uğramaz.
fx,Our organization is highly resilient and not easily defeated in our goals.,Notre organisation est très forte et elle ne se laisse pas facilement détourner de ses objectifs.
gb,Our organization is highly resilient and not easily defeated in our goals.,Our organisation is highly resilient and not easily defeated in our goals.
en,"In our organization, we are empathetic with each other.","In our organization, we are empathetic with each other."
en,"In our organization, we are empathetic with each other.","In our organization, we are empathetic with each other."
ar,"In our organization, we are empathetic with each other.",في منظمتنا: نحن متعاطفون ومتفهمون لبعضنا. 
da,"In our organization, we are empathetic with each other.",Folk i organisationen er generelt gode til at sætte sig i hinandens sted.
it,"In our organization, we are empathetic with each other.",Siamo comprensivi l’uno con l’altro nella nostra organizzazione.
nl,"In our organization, we are empathetic with each other.",In onze organisatie zijn we empathisch ten opzichte van elkaar.
pl,"In our organization, we are empathetic with each other.",W naszej organizacji traktujemy się nawzajem ze zrozumieniem.
pt,"In our organization, we are empathetic with each other.","Na nossa organização, somos empáticos uns com os outros."
es,"In our organization, we are empathetic with each other.",En nuestra organización somos empáticos unos con otros.
tr,"In our organization, we are empathetic with each other.",Kurumumuzda birbirimize karşı empati sahibiyiz.
fx,"In our organization, we are empathetic with each other.","Dans notre organisation, nous savons démontrer de l’empathie les uns envers les autres."
gb,"In our organization, we are empathetic with each other.","In our organisation, we are empathetic with each other."
en,We seem to be frequently frustrated with each other in our organization.,We seem to be frequently frustrated with each other in our organization.
en,We are not frequently frustrated with each other in our organization.,We are not frequently frustrated with each other in our organization.
ar,We seem to be frequently frustrated with each other in our organization.,يبدو أننا نشعر بالإحباط من بعضنا بشكل متكرر في منظمتنا. 
da,We seem to be frequently frustrated with each other in our organization.,Folk i organisationen har en tendens til at blive frustrerede over hinanden.
it,We seem to be frequently frustrated with each other in our organization.,Sembriamo provare spesso frustrazione l’uno con l’altro nella nostra organizzazione.
nl,We seem to be frequently frustrated with each other in our organization.,Het lijkt erop dat we ons in onze organisatie regelmatig aan elkaar ergeren.
pl,We seem to be frequently frustrated with each other in our organization.,W naszych wzajemnych relacjach często pojawia się frustracja.
pt,We seem to be frequently frustrated with each other in our organization.,Na nossa organização parece que estamos frequentemente frustrados uns com os outros.
es,We seem to be frequently frustrated with each other in our organization.,En nuestra organización parecemos estar frecuentemente frustrados unos con otros.
tr,We seem to be frequently frustrated with each other in our organization.,Kurumumuzda sıklıkla birbirimize karşı hüsran yaşadığımız görülüyor.
fx,We seem to be frequently frustrated with each other in our organization.,Assez fréquemment nous semblons être frustrés les uns envers les autres dans notre organisation.
gb,We seem to be frequently frustrated with each other in our organization.,We seem to be frequently frustrated with each other in our organisation.
ar,We are not frequently frustrated with each other in our organization.,نحن لا نشعر بالإحباط من بعضنا بشكل متكرر في منظمتنا.
da,We are not frequently frustrated with each other in our organization.,Folk i organisationen bliver sjældent frustreret over hinanden.
it,We are not frequently frustrated with each other in our organization.,Non proviamo spesso frustrazione l’uno con l’altro nella nostra organizzazione.
nl,We are not frequently frustrated with each other in our organization.,In onze organisatie ergeren we ons zelden aan elkaar.
pl,We are not frequently frustrated with each other in our organization.,W naszej organizacji nie jesteśmy zbyt często sfrustrowani sobą nawzajem.
pt,We are not frequently frustrated with each other in our organization.,Não estamos frequentemente frustrados uns com os outros em nossa organização.
es,We are not frequently frustrated with each other in our organization.,En nuestra organización parecemos no estar frecuentemente frustrados unos con otros.
tr,We are not frequently frustrated with each other in our organization.,Kurumumuzda sıklıkla birbirimize karşı hüsran yaşamayız.
fx,We are not frequently frustrated with each other in our organization.,Il arrive très rarement que soyons frustrés les uns envers les autres dans notre organisation.
gb,We are not frequently frustrated with each other in our organization.,We are not frequently frustrated with each other in our organisation.
en,We communicate clearly and efficiently in our organization.,We communicate clearly and efficiently in our organization.
en,We communicate clearly and efficiently in our organization.,We communicate clearly and efficiently in our organization.
ar,We communicate clearly and efficiently in our organization.,نحن نتواصل بوضوح وكفاءة في منظمتنا.
da,We communicate clearly and efficiently in our organization.,Vi kommunikerer klart og tydeligt i organisationen.
it,We communicate clearly and efficiently in our organization.,Noi comunichiamo in maniera chiara ed efficiente nella nostra organizzazione.
nl,We communicate clearly and efficiently in our organization.,In onze organisatie communiceren we helder en efficiënt met elkaar.
pl,We communicate clearly and efficiently in our organization.,W naszej organizacji komunikujemy się jasno i skutecznie.
pt,We communicate clearly and efficiently in our organization.,Nós nos comunicamos de forma clara e eficiente em nossa organização.
es,We communicate clearly and efficiently in our organization.,Nos comunicamos clara y eficientemente en nuestra organización.
tr,We communicate clearly and efficiently in our organization.,Kurumumuzda iletişimimiz açık ve etkindir.
fx,We communicate clearly and efficiently in our organization.,Nous communiquons clairement et efficacement dans cette organisation.
gb,We communicate clearly and efficiently in our organization.,We communicate clearly and efficiently in our organisation.
en,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,Our organization has enough trust that our vulnerabilities can be revealed at a group level.
en,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,Our organization has enough trust that our vulnerabilities can be revealed at a group level.
ar,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,لدى منظمتنا ما يكفي من الثقة في بعضنا بما يكفي للكشف عن نقاط الضعف على مستوى المجموعة.
da,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,Folk i organisationen føler sig tilstrækkeligt sikre på hinanden til at turde indrømme deres sårbarhed i et fælles forum.
it,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,Nella nostra organizzazione proviamo sufficiente fiducia tra noi da poter far emergere i nostri punti deboli nel gruppo.
nl,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,In onze organisatie zijn we zo vertrouwd met elkaar dat we kwetsbare dingen in de groep durven te bespreken. 
pl,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,"W naszej organizacji ufamy sobie nawzajem na tyle, by ujawniać własne słabości na forum grupy."
pt,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,Nossa organização tem confiança suficiente a ponto de que nossas vulnerabilidades possam ser reveladas no nível do grupo.
es,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,Nuestra organización tiene suficiente confianza para revelar nuestras vulnerabilidades a nivel equipo.
tr,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,Kurumumuzdaki güven düzeyi grup bazında zayıf yanlarımızı birbirimize açıklayabilecek seviyededir.
fx,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,"Dans notre organisation, il y a suffisamment de confiance pour pouvoir montrer sa vulnérabilité au sein du groupe."
gb,Our organization has enough trust that our vulnerabilities can be revealed at a group level.,Our organisation has enough trust that our vulnerabilities can be revealed at a group level.
en,Optimism is a strength in this organization.,Optimism is a strength in this organization.
en,Optimism is a strength in this organization.,Optimism is a strength in this organization.
ar,Optimism is a strength in this organization.,التفاؤل هو نقطة قوة لهذه المنظمة. 
da,Optimism is a strength in this organization.,Der er en optimistisk stemning i organisationen.
it,Optimism is a strength in this organization.,L’ottimismo è un punto di forza della nostra organizzazione.
nl,Optimism is a strength in this organization.,Optimisme is een sterk punt in onze organisatie.
pl,Optimism is a strength in this organization.,Optymizm jest siłą tej organizacji.
pt,Optimism is a strength in this organization.,Otimismo é um ponto forte desta organização.
es,Optimism is a strength in this organization.,El optimismo es una fortaleza de nuestra organización.
tr,Optimism is a strength in this organization.,İyimserlik bu kurumun güçlü bir yanıdır.
fx,Optimism is a strength in this organization.,L’optimisme est une force dans cette organisation.
gb,Optimism is a strength in this organization.,Optimism is a strength in this organisation.
en,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.
en,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.
ar,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,منظمتنا لديها توازن قياديّ مناسب بين التحرّك لتحقيق النتائج وبين الحفاظ على علاقات جيدة بين أعضاءها.
da,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,Ledelsesmæssigt balancerer organisationen fint imellem at skabe resultater og samtidig have et godt forhold til hinanden.
it,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,Nella nostra organizzazione c’è un buon bilanciamento tra la ricerca dei risultati e il mantenimento di buone relazioni tra i membri del team.
nl,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,Onze organisatie houdt op leidersniveau goed de balans tussen streven naar resultaat en goede onderlinge verhoudingen.
pl,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,Nasza organizacja potrafi zachować właściwą równowagę między dążeniem do osiągania wyników i utrzymaniem dobrych stosunków.
pt,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,A liderança de nossa organização possui um equilíbrio adequado entre a busca de resultados e o cultivo de um bom relacionamento entre os membros.
es,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,Nuestra organización tiene un buen equilibrio entre el esforzarse por los resultados y el mantener buenas relaciones.
tr,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,Kurumumuz sonuç odaklılık ve olumlu ilişki sürdürme davranışları arasında uygun bir yönetim dengesine sahiptir.
fx,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,Notre organisation maintien un bon équilibre entre la gestion axée sur les résultats et le maintien de bonnes relations.
gb,Our organization has an appropriate leadership balance between driving for results and maintaining good relationships.,Our organisation has an appropriate leadership balance between driving for results and maintaining good relationships.
en,Our organization seeks sufficient input in decision making.,Our organization seeks sufficient input in decision making.
en,Our organization seeks sufficient input in decision making.,Our organization seeks sufficient input in decision making.
ar,Our organization seeks sufficient input in decision making.,تسعى منظمتنا للحصول على المعلومات الكافية لاتخاذ القرار.
da,Our organization seeks sufficient input in decision making.,"Vores organisation sikrer sig, at den nødvendige viden for at træffe beslutninger er til stede."
it,Our organization seeks sufficient input in decision making.,Nella nostra organizzazione si ricerca un numero adeguato di input per prendere una decisione.
nl,Our organization seeks sufficient input in decision making.,"Alvorens een besluit te nemen, verzamelt onze organisatie eerst voldoende input."
pl,Our organization seeks sufficient input in decision making.,Nasza organizacja zabiega o odpowiedni wkład w podejmowanie decyzji.
pt,Our organization seeks sufficient input in decision making.,Nossa organização procura ter informações suficientes para tomar decisões.
es,Our organization seeks sufficient input in decision making.,Nuestra organización busca suficientes opiniones y perspectivas al tomar decisiones.
tr,Our organization seeks sufficient input in decision making.,Kurumumuzda yeterli düzeyde veri araştırılarak karar verilir.
fx,Our organization seeks sufficient input in decision making.,Notre organisation recueille suffisamment d’information avant de prendre une décision.
gb,Our organization seeks sufficient input in decision making.,Our organisation seeks sufficient input in decision making.
en,"In spite of limited resources, we find ways to accomplish our objectives.","In spite of limited resources, we find ways to accomplish our objectives."
en,"In spite of limited resources, we find ways to accomplish our objectives.","In spite of limited resources, we find ways to accomplish our objectives."
ar,"In spite of limited resources, we find ways to accomplish our objectives.",رغم محدودية الموارد، نجد طرقاً لتحقيق أهدافنا.
da,"In spite of limited resources, we find ways to accomplish our objectives.","Vi finder måder at løse problemerne på, selv når ressourcerne er små."
